,number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,params_kernel,system_attrs_grid_id,system_attrs_search_space,state
12,12,15.329145935278072,2024-07-20 14:41:03.955072,2024-07-20 14:41:05.018963,0 days 00:00:01.063891,0.001,10.0,auto,rbf,12,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
13,13,15.329145935278072,2024-07-20 14:41:05.464917,2024-07-20 14:41:06.526960,0 days 00:00:01.062043,1000.0,10.0,auto,rbf,13,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
14,14,,2024-07-20 14:41:06.945648,2024-07-20 14:43:07.976996,0 days 00:02:01.031348,0.001,0.0001,scale,rbf,14,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
15,15,,2024-07-20 14:43:08.480871,2024-07-20 14:45:09.750244,0 days 00:02:01.269373,1000.0,0.21544346900318845,auto,rbf,15,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
16,16,,2024-07-20 14:45:10.217958,2024-07-20 14:47:11.965962,0 days 00:02:01.748004,0.015848931924611134,0.004641588833612782,scale,rbf,16,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
17,17,0.958887456859675,2024-07-20 14:47:12.245642,2024-07-20 14:48:33.679823,0 days 00:01:21.434181,0.001,0.21544346900318845,scale,rbf,17,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
18,18,0.6340756398942019,2024-07-20 14:48:34.381899,2024-07-20 14:49:30.772857,0 days 00:00:56.390958,0.015848931924611134,0.21544346900318845,scale,rbf,18,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
19,19,,2024-07-20 14:49:31.202919,2024-07-20 14:51:32.204709,0 days 00:02:01.001790,0.001,0.004641588833612782,auto,rbf,19,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
20,20,,2024-07-20 14:51:32.467835,2024-07-20 14:53:33.203748,0 days 00:02:00.735913,63.0957344480193,0.21544346900318845,scale,rbf,20,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
21,21,,2024-07-20 14:53:33.464265,2024-07-20 14:55:34.590125,0 days 00:02:01.125860,0.25118864315095796,0.0001,auto,rbf,21,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
22,22,15.329145935278072,2024-07-20 14:55:34.803558,2024-07-20 14:55:35.857016,0 days 00:00:01.053458,0.25118864315095796,10.0,scale,rbf,22,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
23,23,0.5168847889199255,2024-07-20 14:55:36.218978,2024-07-20 14:57:35.380122,0 days 00:01:59.161144,0.25118864315095796,0.004641588833612782,scale,rbf,23,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
24,24,15.329145935278072,2024-07-20 14:57:36.139188,2024-07-20 14:57:37.013760,0 days 00:00:00.874572,0.001,10.0,scale,rbf,24,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
25,25,0.4467700432455807,2024-07-20 14:57:37.369721,2024-07-20 14:58:32.453926,0 days 00:00:55.084205,3.981071705534969,0.21544346900318845,scale,rbf,25,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
26,26,0.9542364680574488,2024-07-20 14:58:33.199771,2024-07-20 15:00:26.884246,0 days 00:01:53.684475,0.001,0.0001,auto,rbf,26,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
27,27,0.6466439260255864,2024-07-20 15:00:27.243681,2024-07-20 15:02:15.862110,0 days 00:01:48.618429,0.015848931924611134,0.0001,scale,rbf,27,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
28,28,,2024-07-20 15:02:16.213836,2024-07-20 15:04:17.348018,0 days 00:02:01.134182,63.0957344480193,0.004641588833612782,scale,rbf,28,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
29,29,0.9612276147087906,2024-07-20 15:04:17.819260,2024-07-20 15:05:31.510549,0 days 00:01:13.691289,0.001,0.21544346900318845,auto,rbf,29,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
30,30,15.329145935278072,2024-07-20 15:05:31.833777,2024-07-20 15:05:33.265010,0 days 00:00:01.431233,3.981071705534969,10.0,scale,rbf,30,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
31,31,15.329145935278072,2024-07-20 15:05:33.860979,2024-07-20 15:05:35.599118,0 days 00:00:01.738139,1000.0,10.0,scale,rbf,31,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
32,32,0.6379566231645716,2024-07-20 15:05:36.203239,2024-07-20 15:06:23.647979,0 days 00:00:47.444740,0.015848931924611134,0.21544346900318845,auto,rbf,32,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
33,33,0.505286563677039,2024-07-20 15:06:23.963060,2024-07-20 15:07:02.706924,0 days 00:00:38.743864,0.25118864315095796,0.21544346900318845,auto,rbf,33,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
34,34,,2024-07-20 15:07:03.001783,2024-07-20 15:09:03.749956,0 days 00:02:00.748173,3.981071705534969,0.004641588833612782,auto,rbf,34,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
35,35,0.5172035061787,2024-07-20 15:09:03.971859,2024-07-20 15:10:58.536770,0 days 00:01:54.564911,0.25118864315095796,0.0001,scale,rbf,35,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
36,36,0.5256936062864964,2024-07-20 15:10:58.804771,2024-07-20 15:12:27.430060,0 days 00:01:28.625289,63.0957344480193,0.21544346900318845,auto,rbf,36,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
37,37,0.649614519227201,2024-07-20 15:12:27.686025,2024-07-20 15:13:53.664020,0 days 00:01:25.977995,0.015848931924611134,0.004641588833612782,auto,rbf,37,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
38,38,,2024-07-20 15:13:54.113122,2024-07-20 15:15:55.297224,0 days 00:02:01.184102,1000.0,0.004641588833612782,scale,rbf,38,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
39,39,,2024-07-20 15:15:55.632449,2024-07-20 15:17:56.963938,0 days 00:02:01.331489,3.981071705534969,0.004641588833612782,scale,rbf,39,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
40,40,15.329145935278072,2024-07-20 15:17:57.107692,2024-07-20 15:17:57.755960,0 days 00:00:00.648268,3.981071705534969,10.0,auto,rbf,40,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
41,41,,2024-07-20 15:17:58.085814,2024-07-20 15:19:58.903924,0 days 00:02:00.818110,1000.0,0.21544346900318845,scale,rbf,41,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
42,42,15.329145935278072,2024-07-20 15:19:59.101874,2024-07-20 15:20:00.044884,0 days 00:00:00.943010,63.0957344480193,10.0,auto,rbf,42,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
43,43,,2024-07-20 15:20:00.413752,2024-07-20 15:22:01.351830,0 days 00:02:00.938078,63.0957344480193,0.004641588833612782,auto,rbf,43,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
44,44,,2024-07-20 15:22:01.752941,2024-07-20 15:24:02.841853,0 days 00:02:01.088912,3.981071705534969,0.0001,auto,rbf,44,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
45,45,,2024-07-20 15:24:03.160899,2024-07-20 15:26:04.672812,0 days 00:02:01.511913,3.981071705534969,0.0001,scale,rbf,45,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",FAIL
46,46,0.64964950741435,2024-07-20 15:26:04.891917,2024-07-20 15:27:55.864977,0 days 00:01:50.973060,0.015848931924611134,0.0001,auto,rbf,46,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
47,47,15.329145935278072,2024-07-20 15:27:56.479879,2024-07-20 15:27:58.322937,0 days 00:00:01.843058,63.0957344480193,10.0,scale,rbf,47,"{'C': [0.001, 0.015848931924611134, 0.25118864315095796, 3.981071705534969, 63.0957344480193, 1000.0], 'epsilon': [0.0001, 0.004641588833612782, 0.21544346900318845, 10.0], 'gamma': ['scale', 'auto'], 'kernel': ['rbf']}",COMPLETE
