,y_true,y_pred
1053,-64.0,-61.234108
1054,-61.0,-58.17702
1055,-58.0,-58.105213
1056,-54.0,-57.53625
1057,-54.0,-58.54386
1058,-52.0,-53.24446
1059,-47.0,-51.10657
1060,-44.0,-48.172474
1061,-44.0,-46.4766
1062,-46.0,-44.331512
1063,-46.0,-41.848797
1064,-48.0,-40.083942
1065,-48.0,-41.524914
1066,-46.0,-40.401512
1067,-45.0,-38.716007
1068,-44.0,-39.79314
1069,-53.0,-43.78495
1070,-59.0,-47.17313
1071,-66.0,-53.91764
1072,-61.0,-53.45511
1073,-69.0,-54.06778
1074,-63.0,-63.272053
1075,-60.0,-66.36456
1076,-63.0,-62.60749
1077,-63.0,-63.567772
1078,-59.0,-60.552586
1079,-62.0,-59.94477
1080,-64.0,-59.455513
1081,-61.0,-59.168533
1082,-56.0,-58.618553
1083,-52.0,-63.485943
1084,-57.0,-63.058533
1085,-62.0,-63.33961
1086,-58.0,-60.710445
1087,-62.0,-64.13584
1088,-67.0,-70.37679
1089,-63.0,-67.27782
1090,-66.0,-60.394093
1091,-68.0,-63.58538
1092,-76.0,-72.70695
1093,-74.0,-70.73251
1094,-79.0,-68.244194
1095,-82.0,-71.57326
1096,-69.0,-80.42954
1097,-61.0,-73.152725
1098,-54.0,-76.42062
1099,-48.0,-69.50094
1100,-44.0,-59.724167
1101,-41.0,-53.972374
1102,-41.0,-48.63279
1103,-45.0,-44.908558
1104,-53.0,-40.633057
1105,-57.0,-37.624138
1106,-52.0,-47.716022
1107,-58.0,-46.867126
1108,-44.0,-56.986095
1109,-38.0,-71.25133
1110,-46.0,-74.74667
1111,-55.0,-52.269913
1112,-67.0,-49.093502
1113,-73.0,-44.95558
1114,-76.0,-52.57401
1115,-81.0,-60.608772
1116,-82.0,-77.59021
1117,-79.0,-72.952354
1118,-85.0,-66.18559
1119,-90.0,-66.50302
1120,-87.0,-66.56372
1121,-80.0,-76.226395
1122,-70.0,-73.592384
1123,-63.0,-86.3452
1124,-66.0,-76.68924
1125,-66.0,-71.78733
1126,-65.0,-68.3861
1127,-60.0,-65.62394
1128,-55.0,-65.456215
1129,-49.0,-63.695892
1130,-44.0,-60.47406
1131,-46.0,-55.987854
1132,-46.0,-54.351967
1133,-45.0,-51.248337
1134,-51.0,-48.8518
1135,-54.0,-47.63294
1136,-53.0,-46.92196
1137,-54.0,-52.066383
1138,-56.0,-49.077454
1139,-56.0,-51.097797
1140,-58.0,-48.804058
1141,-54.0,-52.68362
1142,-48.0,-53.52295
1143,-46.0,-53.311356
1144,-47.0,-52.545105
1145,-9.0,-6.6183963
1146,-7.0000000000000036,-7.2773223
1147,-14.0,-7.795734
1148,-15.0,-8.706224
1149,-11.0,-10.900755
1150,-9.0,-9.601973
1151,-9.0,-11.911753
1152,-9.0,-11.5223675
1153,-14.0,-9.425781
1154,-17.0,-6.2263827
1155,-16.0,-7.838964
1156,-10.0,-8.367586
1157,-7.0000000000000036,-12.113016
1158,-8.0,-13.533451
1159,-11.0,-15.414221
1160,-14.0,-10.120323
1161,-14.0,-8.263216
1162,-12.000000000000004,-12.718321
1163,-7.0000000000000036,-9.920456
1164,-4.0,-15.56679
1165,-4.0,-9.988865
1166,-5.0,-10.799015
1167,-4.0,-6.1583457
1168,-1.9999999999999964,-2.975595
1169,-6.0,-4.0636344
1170,-8.0,-5.3358207
1171,-7.0000000000000036,-6.034618
1172,-10.0,-5.098264
1173,-11.0,-3.724565
1174,-11.0,-8.2924595
1175,-12.000000000000004,-10.765493
1176,-12.000000000000004,-13.739473
1177,-9.0,-11.9141865
1178,-6.0,-11.083422
1179,-10.0,-10.486717
1180,-8.0,-10.482836
1181,-6.0,-10.684328
1182,-6.0,-10.912159
1183,-7.0000000000000036,-9.94385
1184,-4.0,-8.909494
1185,-1.0,-10.653246
1186,-1.0,-7.260801
1187,-1.0,-5.491348
1188,-5.0,-7.584623
1189,-6.0,-5.247833
1190,-5.0,-4.6444488
1191,-4.0,-5.314573
1192,-1.9999999999999964,-5.2287955
1193,-1.0,-5.7507567
1194,0.0,-6.0239577
1195,1.0,-6.5870852
1196,1.0,-3.850862
1197,2.0,-4.610891
1198,-1.9999999999999964,-5.27371
1199,-4.0,-3.8435721
1200,-5.0,-4.244495
1201,-8.0,-2.028009
1202,-8.0,-2.9005141
1203,-7.0000000000000036,-2.839006
1204,-4.0,-4.072227
1205,-1.9999999999999964,-5.3197474
1206,-1.0,-5.1813865
1207,-1.9999999999999964,-5.3428035
1208,0.0,-4.480018
1209,0.0,-3.4988666
1210,1.0,-0.7067237
1211,2.0,-1.2185493
1212,1.0,-1.0665145
1213,-1.9999999999999964,-2.0754008
1214,-4.0,-0.26516104
1215,-5.0,0.7743974
1216,-6.0,1.038115
1217,-5.0,-0.288774
1218,-6.0,-0.15425253
1219,-1.9999999999999964,-1.6034827
1220,4.0,-2.4862704
1221,7.0,-1.9645381
1222,10.0,-2.3760638
1223,13.0,-1.602201
1224,16.0,1.291575
1225,14.0,4.9450173
1226,14.0,7.279261
1227,14.0,9.520765
1228,11.0,10.164331
1229,11.0,10.877642
1230,9.0,12.168318
1231,8.0,13.236586
1232,7.0,9.95434
1233,6.0,9.616209
1234,15.0,9.895914
1235,24.0,8.463984
1236,24.0,9.258238
1237,22.000000000000007,7.076285
1238,29.0,6.0809045
1239,10.0,2.057982
1240,12.000000000000007,-0.2156272
1241,11.0,8.230291
1242,23.0,-1.9645591
1243,17.0,-4.9868255
1244,14.0,-4.7024665
1245,-20.0,-7.7447677
1246,-67.0,-2.99044
1247,-85.0,-8.122683
1248,-87.0,-52.858295
1249,-90.0,-101.49404
1250,-99.0,-108.40465
1251,-91.0,-98.278046
1252,-81.0,-89.30489
1253,-81.0,-88.89073
1254,-82.0,-95.6468
1255,-79.0,-90.25736
1256,-65.0,-97.496315
1257,-59.0,-96.13753
1258,-52.0,-94.71272
1259,-52.0,-86.92102
1260,-59.0,-67.284744
1261,-66.0,-57.196796
1262,-65.0,-54.499466
1263,-65.0,-55.34287
1264,-60.0,-64.25404
1265,-56.0,-73.152596
1266,-52.0,-72.54006
1267,-46.0,-73.51111
1268,-42.0,-66.096535
1269,-38.0,-49.63856
1270,-34.0,-45.49063
1271,-31.0,-44.068665
1272,-27.0,-39.4015
1273,-19.0,-35.274124
1274,-11.0,-33.588707
1275,-15.0,-28.243305
1276,-16.0,-24.02926
1277,-8.0,-23.45123
1278,19.0,-23.427385
1279,15.0,-20.759747
1280,10.0,-19.324438
1281,6.0,-15.029606
1282,7.0,-2.2443404
1283,5.0,-7.4348063
1284,-10.0,-9.900505
1285,-21.0,-9.988173
1286,-16.0,-10.061634
1287,-17.0,-10.163889
1288,-15.0,-12.74646
1289,-20.0,-29.353487
1290,-31.0,-28.532778
1291,-27.0,-24.989353
1292,-28.0,-24.904331
1293,-22.0,-35.428925
1294,-26.0,-38.71022
1295,-39.0,-40.98486
1296,-51.0,-42.45118
1297,-65.0,-43.53327
1298,-81.0,-53.226562
1299,-93.0,-88.76704
1300,-102.0,-110.14543
1301,-102.0,-118.05803
1302,-106.0,-135.57416
1303,-105.0,-134.82541
1304,-104.0,-134.45625
1305,-102.0,-130.34485
1306,-116.0,-132.10655
1307,-126.0,-119.270485
1308,-123.0,-130.656
1309,-109.0,-138.94852
1310,-110.0,-138.32329
1311,-126.0,-130.93025
1312,-136.0,-118.397415
1313,-122.0,-101.96921
1314,-128.0,-116.213715
1315,-130.0,-133.12645
1316,-122.0,-107.81072
1317,-117.99999999999999,-101.66074
1318,-96.0,-97.45381
1319,-97.0,-98.22678
1320,-91.0,-95.98083
1321,-94.0,-102.120384
1322,-86.0,-90.29136
1323,-76.0,-96.58279
1324,-81.0,-93.67001
1325,-77.0,-86.39794
1326,-74.0,-79.23392
1327,-69.0,-72.638626
1328,-62.0,-69.60184
1329,-62.0,-66.494446
1330,-57.0,-62.238293
1331,-54.0,-59.378315
1332,-53.0,-57.756874
1333,-52.0,-57.346497
1334,-54.0,-51.499516
1335,-55.0,-48.663845
1336,-49.0,-47.75683
1337,-48.0,-46.82286
1338,-49.0,-47.81303
1339,-52.0,-48.398598
1340,-49.0,-45.48493
1341,-42.0,-45.569702
1342,-24.0,-45.26055
1343,-47.0,-45.10313
1344,-70.0,-44.817425
1345,-94.0,-39.920784
1346,-102.0,-37.47949
1347,-66.0,-69.67125
1348,-64.0,-78.343994
1349,-92.0,-84.32396
1350,-122.0,-103.667885
1351,-138.0,-105.89838
1352,-130.0,-109.177475
1353,-121.0,-146.30067
1354,-150.0,-201.7918
1355,-148.0,-222.35866
1356,-141.0,-238.1604
1357,-170.0,-265.1662
1358,-151.0,-273.28577
1359,-145.0,-268.05673
1360,-138.0,-263.38132
1361,-141.0,-253.21248
1362,-133.0,-199.41951
1363,-122.0,-172.80704
1364,-123.0,-146.39104
1365,-121.0,-133.5417
1366,-104.0,-118.84219
1367,-95.0,-108.80677
1368,-88.0,-107.357956
1369,-84.0,-109.10664
1370,-85.0,-100.935
1371,-86.0,-91.23338
1372,-86.0,-85.82157
1373,-81.0,-79.57226
1374,-79.0,-73.01663
1375,-82.0,-70.59232
1376,-82.0,-71.36998
1377,-82.0,-73.49855
1378,-81.0,-73.31935
1379,-81.0,-69.57186
1380,-79.0,-68.13949
1381,-80.0,-67.02907
1382,-77.0,-67.55358
1383,-74.0,-67.36189
1384,-70.0,-70.2396
1385,-69.0,-69.14092
1386,-68.0,-68.311745
1387,-70.0,-64.35818
1388,-68.0,-62.158257
1389,-67.0,-60.046223
1390,-63.0,-58.71745
1391,-61.0,-59.998135
1392,-62.0,-60.447697
1393,-66.0,-60.587402
1394,-66.0,-57.392315
1395,-62.0,-55.433178
1396,-60.0,-56.293453
1397,-58.0,-57.029583
1398,-58.0,-54.901646
1399,-58.0,-55.632774
1400,-59.0,-51.61891
1401,-59.0,-51.96314
1402,-56.0,-53.76868
1403,-56.0,-50.561253
1404,-55.0,-52.563198
1405,-54.0,-51.747055
1406,-53.0,-48.522827
1407,-53.0,-48.34526
1408,-52.0,-46.72701
1409,-49.0,-45.64297
1410,-49.0,-48.197857
1411,-48.0,-46.48195
1412,-48.0,-44.555103
1413,-49.0,-43.66283
1414,-47.0,-42.597294
1415,-45.0,-42.10423
1416,-45.0,-41.48767
1417,-49.0,-42.94047
1418,-50.0,-42.891956
1419,-49.0,-38.51133
1420,-47.0,-41.302555
1421,-45.0,-42.66631
1422,-40.0,-42.61359
1423,-39.0,-40.954994
1424,-42.0,-38.88653
1425,-45.0,-39.252163
1426,-42.0,-38.237865
1427,-38.0,-39.004307
1428,-40.0,-37.394505
1429,-39.0,-38.88509
1430,-37.0,-37.076843
1431,-35.0,-38.254753
1432,-35.0,-35.05685
1433,-34.0,-32.790924
1434,-35.0,-31.707697
1435,-35.0,-32.3892
1436,-32.0,-32.12886
1437,-23.0,-32.13437
1438,-21.0,-33.20397
1439,-23.0,-31.409306
1440,-25.0,-30.060879
1441,-27.0,-28.873175
1442,-27.0,-29.393059
1443,-28.0,-24.86941
1444,-29.0,-24.221039
1445,-25.0,-22.95492
1446,-24.0,-25.29894
1447,-24.0,-25.491772
1448,-24.0,-24.316933
1449,-24.0,-22.998304
1450,-25.0,-21.70513
1451,-26.0,-20.851503
1452,-30.0,-20.361868
1453,-35.0,-21.514744
1454,-35.0,-25.48414
1455,-35.0,-31.40857
1456,-34.0,-33.94635
1457,-30.0,-36.34221
1458,-30.0,-35.786034
1459,-33.0,-32.118896
1460,-35.0,-28.294558
1461,-38.0,-26.58556
1462,-35.0,-26.111332
1463,-30.0,-25.761469
1464,-32.0,-30.198103
1465,-40.0,-28.417143
1466,-35.0,-29.312336
1467,-28.0,-28.15473
1468,-25.0,-34.623547
1469,-21.0,-38.69589
1470,-19.0,-32.02338
1471,-21.0,-33.02081
1472,-22.0,-29.186584
1473,-23.0,-24.354797
1474,-22.0,-20.789095
1475,-22.0,-21.170288
1476,-24.0,-21.903608
1477,-36.0,-36.88855
1478,-39.0,-41.674706
1479,-43.0,-41.124798
1480,-51.0,-35.36843
1481,-55.0,-32.97113
1482,-48.0,-33.894844
1483,-43.0,-36.8632
1484,-42.0,-40.927525
1485,-33.0,-43.283466
1486,-27.0,-41.72471
1487,-26.0,-40.208652
1488,-27.0,-39.43413
1489,-32.0,-34.30547
1490,-36.0,-30.063387
1491,-37.0,-29.004494
1492,-39.0,-29.341772
1493,-41.0,-31.583513
1494,-39.0,-31.868673
1495,-36.0,-32.45568
1496,-36.0,-34.435165
1497,-35.0,-34.633778
1498,-36.0,-32.95907
1499,-35.0,-31.968126
1500,-31.0,-32.12717
1501,-24.0,-31.410116
1502,-22.0,-31.489298
1503,-24.0,-31.429808
1504,-28.0,-28.91922
1505,-30.0,-25.404785
1506,-27.0,-24.017294
1507,-24.0,-25.079174
1508,-24.0,-24.523708
1509,-23.0,-24.812279
1510,-19.0,-23.965559
1511,-18.0,-22.01608
1512,-18.0,-21.629675
1513,-22.0,-20.58956
1514,-24.0,-17.56054
1515,-25.0,-16.275368
1516,-26.0,-17.777233
1517,-26.0,-18.66299
1518,-24.0,-19.256132
1519,-23.0,-19.254278
1520,-23.0,-20.715784
1521,-24.0,-20.556517
1522,-23.0,-21.498577
1523,-24.0,-19.010944
1524,-20.0,-19.069439
1525,-14.0,-19.999634
1526,-17.0,-19.43618
1527,-21.0,-21.530428
1528,-21.0,-19.206295
1529,-17.0,-15.927353
1530,-17.0,-16.471893
1531,-15.0,-16.693768
1532,-12.000000000000004,-16.377344
1533,-12.000000000000004,-14.928051
1534,-13.0,-13.130579
1535,-16.0,-10.916988
1536,-17.0,-9.017284
1537,-16.0,-7.6904655
1538,-14.0,-9.431976
1539,-14.0,-11.882559
1540,-13.0,-12.65144
1541,-12.000000000000004,-12.420174
1542,-12.000000000000004,-10.330797
1543,-11.0,-10.741173
1544,-13.0,-9.395969
1545,-15.0,-7.653915
1546,-14.0,-8.065027
1547,-11.0,-8.232395
1548,-9.0,-7.111751
1549,-7.0000000000000036,-7.608955
1550,-3.0,-8.355169
1551,1.0,-9.612526
1552,-1.0,-6.306907
1553,0.0,-3.412231
1554,5.0,-1.6309524
1555,2.0,2.0438104
1556,-1.9999999999999964,1.8367333
1557,-13.0,2.6116014
1558,-18.0,2.8861718
1559,-13.0,-1.7892966
1560,-10.0,-10.884283
1561,4.0,-11.264868
1562,11.0,-12.255148
1563,17.0,-16.641027
1564,14.0,-10.978289
1565,3.0,-10.514439
1566,-8.0,0.5160241
1567,-7.0000000000000036,-0.5762229
1568,-6.0,-4.0598636
1569,-1.0,-5.305492
1570,0.0,-14.064287
1571,-8.0,-15.446287
1572,-3.0,-11.423864
1573,0.0,-5.6021075
1574,-8.0,-4.424871
1575,-14.0,-4.524444
1576,-21.0,-5.664638
1577,-48.0,-12.760113
1578,-70.0,-23.31472
1579,-77.0,-34.762104
1580,-82.0,-68.85167
1581,-82.0,-92.24883
1582,-98.0,-90.52988
1583,-78.0,-83.598625
1584,-75.0,-84.18799
1585,-75.0,-82.57849
1586,-72.0,-82.13515
1587,-69.0,-73.504135
1588,-78.0,-66.28622
1589,-81.0,-63.726265
1590,-77.0,-57.170986
1591,-68.0,-53.442734
1592,-69.0,-58.278305
1593,-74.0,-66.41053
1594,-73.0,-64.79894
1595,-61.0,-63.07481
1596,-51.0,-64.2645
1597,-47.0,-67.90578
1598,-48.0,-62.03334
1599,-55.0,-57.97933
1600,-52.0,-56.416466
1601,-48.0,-49.86176
1602,-44.0,-48.467247
1603,-43.0,-51.17805
1604,-40.0,-51.776894
1605,-39.0,-46.56696
1606,-47.0,-44.264706
1607,-39.0,-41.22687
1608,-43.0,-42.739727
1609,-45.0,-45.668037
1610,-41.0,-46.721107
1611,-46.0,-43.297096
1612,-51.0,-43.50631
1613,-52.0,-42.998352
1614,-55.0,-39.697205
1615,-51.0,-40.992165
1616,-49.0,-44.623123
1617,-52.0,-45.69256
1618,-54.0,-46.038002
1619,-55.0,-46.64129
1620,-53.0,-45.98116
1621,-49.0,-46.110607
1622,-47.0,-48.446266
1623,-47.0,-48.31383
1624,-46.0,-46.48208
1625,-44.0,-42.957397
1626,-43.0,-41.130447
1627,-43.0,-42.07279
1628,-41.0,-39.83724
1629,-41.0,-40.352695
1630,-34.0,-40.20686
1631,-33.0,-38.865295
1632,-30.0,-36.161137
1633,-31.0,-36.338486
1634,-33.0,-33.142315
1635,-34.0,-32.815193
1636,-39.0,-32.157658
1637,-39.0,-30.249674
1638,-37.0,-30.657427
1639,-35.0,-31.932951
1640,-33.0,-33.0645
1641,-34.0,-33.40832
1642,-36.0,-32.545227
1643,-34.0,-30.243412
1644,-32.0,-31.26155
1645,-27.0,-30.95327
1646,-26.0,-30.682755
1647,-30.0,-29.810074
1648,-32.0,-28.454586
1649,-35.0,-26.425806
1650,-37.0,-24.486422
1651,-34.0,-27.821114
1652,-29.0,-26.288511
1653,-25.0,-27.053457
1654,-24.0,-28.592346
1655,-24.0,-27.687092
1656,-23.0,-27.06522
1657,-21.0,-25.710955
1658,-21.0,-23.260078
1659,-23.0,-23.58318
1660,-25.0,-22.316555
1661,-24.0,-20.67003
1662,-20.0,-21.453613
1663,-17.0,-20.463778
1664,-13.0,-20.411922
1665,-15.0,-18.07511
1666,-22.0,-16.199432
1667,-27.0,-14.0780525
1668,-29.0,-15.138433
1669,-35.0,-18.1275
1670,-37.0,-21.25361
1671,-38.0,-21.673319
1672,-34.0,-32.924225
1673,-35.0,-34.25705
1674,-35.0,-31.818335
1675,-34.0,-32.666397
1676,-32.0,-29.108978
1677,-29.0,-29.17887
1678,-27.0,-27.825981
1679,-26.0,-28.891111
1680,-25.0,-28.130144
1681,-25.0,-25.256325
1682,-26.0,-24.714836
1683,-27.0,-24.574594
1684,-27.0,-22.656342
1685,-25.0,-21.319906
1686,-23.0,-21.463121
1687,-22.0,-21.7773
1688,-22.0,-22.333315
1689,-21.0,-21.79762
1690,-23.0,-21.214636
1691,-20.0,-20.685055
1692,-20.0,-20.313154
1693,-23.0,-19.899939
1694,-25.0,-21.086773
1695,-22.0,-20.947958
1696,-23.0,-17.45821
1697,-23.0,-17.209288
1698,-24.0,-19.543709
1699,-22.0,-19.290836
1700,-19.0,-17.916138
1701,-18.0,-17.678316
1702,-34.0,-30.994606
1703,-33.0,-28.29455
1704,-32.0,-27.411058
1705,-28.0,-28.253834
1706,-27.0,-27.985538
1707,-24.0,-33.105804
1708,-27.0,-31.75165
1709,-35.0,-30.647602
1710,-32.0,-26.744137
1711,-30.0,-26.46298
1712,-26.0,-30.436932
1713,-25.0,-31.42324
1714,-28.0,-32.531597
1715,-27.0,-30.531166
1716,-29.0,-25.942822
1717,-30.0,-24.22698
1718,-31.0,-23.263727
1719,-29.0,-24.036165
1720,-28.0,-26.702427
1721,-22.0,-26.016493
1722,-17.0,-26.94852
1723,-15.0,-24.988293
1724,-16.0,-24.100098
1725,-21.0,-23.29729
1726,-30.0,-22.655096
1727,-28.0,-22.744461
1728,-23.0,-22.129444
1729,-20.0,-21.696148
1730,-21.0,-25.636106
1731,-33.0,-26.35081
1732,-49.0,-25.517195
1733,-55.0,-25.773106
1734,-48.0,-30.797388
1735,-40.0,-35.285984
1736,-37.0,-45.331203
1737,-39.0,-47.69021
1738,-42.0,-39.801426
1739,-37.0,-36.00257
1740,-34.0,-35.52805
1741,-35.0,-34.383247
1742,-40.0,-35.038235
1743,-40.0,-33.36082
1744,-42.0,-30.094612
1745,-44.0,-31.82421
1746,-39.0,-35.174164
1747,-41.0,-34.844368
1748,-43.0,-39.18407
1749,-49.0,-37.748344
1750,-47.0,-36.978046
1751,-42.0,-38.864304
1752,-38.0,-41.78786
1753,-40.0,-40.689625
1754,-40.0,-41.032852
1755,-40.0,-37.87635
1756,-37.0,-37.18072
1757,-32.0,-35.715004
1758,-31.0,-34.607327
1759,-31.0,-33.852814
1760,-30.0,-32.83396
1761,-30.0,-30.237814
1762,-32.0,-27.364895
1763,-32.0,-27.725555
1764,-31.0,-27.41528
1765,-33.0,-26.150778
1766,-36.0,-27.583
1767,-37.0,-26.330553
1768,-37.0,-26.718962
1769,-33.0,-27.4206
1770,-29.0,-29.200975
1771,-29.0,-30.566946
1772,-28.0,-31.420868
1773,-28.0,-30.742546
1774,-29.0,-30.36523
1775,-25.0,-28.874506
1776,-25.0,-27.186031
1777,-25.0,-28.423841
1778,-26.0,-27.231867
1779,-28.0,-26.249071
1780,-28.0,-23.59034
1781,-26.0,-23.390661
1782,-26.0,-26.96229
1783,-26.0,-26.751587
1784,-27.0,-25.171835
1785,-27.0,-22.48419
1786,-28.0,-22.22795
1787,-24.0,-25.061245
1788,-23.0,-24.956955
1789,-24.0,-21.36721
1790,-7.0000000000000036,-21.708689
1791,-10.0,-23.260107
1792,-30.0,-23.493668
1793,-32.0,-23.618746
1794,-45.0,-32.737488
1795,-32.0,-49.46185
1796,-22.0,-60.436436
1797,-15.0,-61.912735
1798,-27.0,-73.09121
1799,-69.0,-66.47429
1800,-146.0,-59.260998
1801,-157.0,-49.8103
1802,-149.0,-49.854694
1803,-156.0,-127.288734
1804,-158.0,-194.60478
1805,-159.0,-178.50922
1806,-158.0,-167.23415
1807,-162.0,-162.10548
1808,-150.0,-153.02109
1809,-123.0,-140.87553
1810,-116.0,-141.06056
1811,-108.0,-145.96944
1812,-81.0,-140.2812
1813,-90.0,-117.300354
1814,-98.0,-108.099304
1815,-98.0,-104.87849
1816,-94.0,-90.759926
1817,-95.0,-90.36828
1818,-87.0,-88.05431
1819,-84.0,-84.25286
1820,-81.0,-80.88176
1821,-73.0,-78.35977
1822,-72.0,-73.56062
1823,-79.0,-70.50828
1824,-72.0,-67.06833
1825,-70.0,-64.858574
1826,-70.0,-69.77815
1827,-67.0,-71.1395
1828,-59.0,-69.57304
1829,-57.0,-67.14653
1830,-57.0,-65.781715
1831,-58.0,-63.024414
1832,-61.0,-56.654766
1833,-60.0,-54.340454
1834,-58.0,-51.708027
1835,-56.0,-51.59065
1836,-53.0,-52.345913
1837,-56.0,-51.79564
1838,-57.0,-50.7889
1839,-55.0,-49.39891
1840,-56.0,-46.918247
1841,-56.0,-47.343746
1842,-37.0,-48.04791
1843,-44.0,-47.884495
1844,-53.0,-48.069622
1845,-50.0,-48.909897
1846,-41.0,-40.46071
1847,-34.0,-43.65542
1848,-39.0,-49.57118
1849,-36.0,-52.838406
1850,-36.0,-41.243134
1851,-36.0,-35.966393
1852,-39.0,-37.06226
1853,-42.0,-34.96933
1854,-43.0,-36.656853
1855,-47.0,-36.77143
1856,-48.0,-36.32974
1857,-44.0,-37.093296
1858,-42.0,-37.438354
1859,-41.0,-38.877583
1860,-43.0,-39.592857
1861,-44.0,-37.820587
1862,-45.0,-36.18147
1863,-46.0,-35.14972
1864,-43.0,-36.005325
1865,-42.0,-37.107395
1866,-36.0,-38.64532
1867,-37.0,-38.843082
1868,-39.0,-37.827816
1869,-36.0,-37.376095
1870,-35.0,-34.67933
1871,-35.0,-33.40562
1872,-35.0,-33.697712
1873,-34.0,-31.827383
1874,-35.0,-30.577742
1875,-37.0,-31.396753
1876,-38.0,-32.57245
1877,-42.0,-32.44988
1878,-41.0,-31.386192
1879,-41.0,-33.173965
1880,-42.0,-36.69078
1881,-41.0,-39.046776
1882,-34.0,-36.773087
1883,-34.0,-35.402756
1884,-32.0,-35.262947
1885,-25.0,-34.55147
1886,-27.0,-31.104408
1887,-29.0,-30.03616
1888,-25.0,-26.535946
1889,-17.0,-29.975092
1890,-23.0,-25.49755
1891,-19.0,-24.457005
1892,-12.000000000000004,-25.15473
1893,-13.0,-24.118519
1894,-29.0,-20.987713
1895,-34.0,-20.642076
1896,-38.0,-20.385653
1897,-34.0,-30.680252
1898,-30.0,-32.378277
1899,-30.0,-35.782402
1900,-36.0,-35.62586
1901,-36.0,-32.89221
1902,-35.0,-29.940145
1903,-36.0,-30.69217
1904,-39.0,-34.33868
1905,-38.0,-31.199398
1906,-44.0,-31.630478
1907,-42.0,-34.39104
1908,-41.0,-37.11805
1909,-41.0,-36.845905
1910,-40.0,-40.79959
1911,-42.0,-40.382397
1912,-45.0,-39.12755
1913,-42.0,-38.262844
1914,-37.0,-37.513596
1915,-36.0,-38.55398
1916,-35.0,-38.632133
1917,-33.0,-36.55516
1918,-30.0,-36.33094
1919,-31.0,-34.944477
1920,-34.0,-33.429924
1921,-36.0,-33.066986
1922,-35.0,-30.998236
1923,-34.0,-33.49818
1924,-36.0,-37.07416
1925,-36.0,-34.518913
1926,-38.0,-35.02658
1927,9.0,1.3548799
1928,9.0,1.1371942
1929,11.0,1.3266969
1930,11.0,4.4943566
1931,10.0,7.033011
1932,9.0,8.168398
1933,7.0,9.754484
1934,6.0,10.238314
1935,8.0,10.579454
1936,9.0,10.623571
1937,9.0,9.492632
1938,8.0,7.550715
1939,7.0,7.3680177
1940,8.0,3.968409
1941,9.0,3.4550653
1942,11.0,5.689879
1943,11.0,4.2287774
1944,7.0,9.360697
1945,6.0,11.962992
1946,7.0,14.4381275
1947,6.0,16.291468
1948,6.0,16.292322
1949,9.0,16.47288
1950,10.0,14.008455
1951,14.0,11.997225
1952,15.0,5.4751763
1953,19.0,3.4895005
1954,18.0,5.4825387
1955,17.0,7.641291
1956,10.0,7.6740937
1957,7.0,7.932509
1958,4.0,3.8165803
1959,6.0,3.5961556
1960,5.0,9.060514
1961,6.0,4.9110093
1962,5.0,5.374804
1963,1.0,7.068003
1964,1.0,4.9890122
1965,1.0,4.9500947
1966,3.0,4.93949
1967,2.0,6.341677
1968,1.0,5.496714
1969,12.000000000000007,5.2051034
1970,7.0,5.4574647
1971,-6.0,4.681109
1972,-5.0,1.9678521
1973,2.0,-7.495603
1974,3.0,-19.384535
1975,3.0,-13.587954
1976,1.0,-13.039326
1977,3.0,-10.072947
1978,3.0,-5.320003
1979,3.0,-2.9545703
1980,3.0,-2.1455417
1981,1.0,-0.6305175
1982,0.0,-0.38915014
1983,1.0,0.20747232
1984,-1.0,0.91215754
1985,-1.9999999999999964,0.5559869
1986,-1.9999999999999964,-0.050359253
1987,-3.0,0.29255533
1988,-4.0,-0.3566985
1989,-9.0,-1.3471389
1990,-11.0,-1.1024947
1991,-19.0,-2.452289
1992,-19.0,-5.8013473
1993,-22.0,-10.747889
1994,-24.0,-15.387171
1995,-22.0,-14.239771
1996,-23.0,-18.020737
1997,-25.0,-19.043718
1998,-23.0,-17.255976
1999,-16.0,-16.323906
2000,-9.0,-20.642284
2001,-10.0,-20.534565
2002,-10.0,-17.974005
2003,-10.0,-12.843044
2004,-11.0,-10.638668
2005,-11.0,-10.092819
2006,-9.0,-9.66642
2007,-6.0,-10.005724
2008,-6.0,-9.823406
2009,-7.0000000000000036,-8.391129
2010,-10.0,-7.027084
2011,-9.0,-6.9758906
2012,-11.0,-5.6356387
2013,-13.0,-7.289434
2014,-11.0,-5.6099677
2015,-8.0,-6.0235267
2016,-8.0,-8.716152
2017,-7.0000000000000036,-7.9457603
2018,15.0,-5.9911437
2019,-5.0,-4.969833
2020,-23.0,-4.979881
2021,-66.0,-7.008886
2022,-89.0,-6.215854
2023,-82.0,-22.997059
2024,-86.0,-65.39147
2025,-85.0,-121.35954
2026,-89.0,-85.18446
2027,-89.0,-89.11621
2028,-84.0,-76.78859
2029,-99.0,-77.34495
2030,-98.0,-73.75086
2031,-115.0,-74.36979
2032,-132.0,-78.993805
2033,-131.0,-96.12462
2034,-116.0,-103.47575
2035,-105.0,-99.66594
2036,-96.0,-100.081726
2037,-84.0,-95.438835
2038,-77.0,-86.72812
2039,-68.0,-78.891914
2040,-64.0,-75.36818
2041,-64.0,-71.67401
2042,-60.0,-65.40982
2043,-56.0,-58.296772
2044,-55.0,-52.677048
2045,-50.0,-49.139977
2046,-43.0,-45.778305
2047,-42.0,-42.831585
